id,subzone,planning_area,region,latitude,longitude,original_type,rank,venue_name,venue_address,venue_id,avg_weekday_footfall,avg_weekend_footfall,created_at,updated_at,venue_type
8093,KAKI BUKIT,BEDOK,EAST REGION,1.3329512,103.9153552,service.beauty,null,L.S.S Unisex Hair Design,"L.S.S Unisex Hair Design, 631 Bedok Reservoir Road, Singapore 470631, Singapore",null,null,null,2025-04-12 16:33:07.803096,2025-04-12 16:33:07.803096,PERSONAL_CARE
8095,KAKI BUKIT,BEDOK,EAST REGION,1.3330484,103.9154809,service.beauty,null,Uni House Salon (Unisex),"Uni House Salon (Unisex), 631 Bedok Reservoir Road, Singapore 470631, Singapore",null,null,null,2025-04-12 16:33:07.864046,2025-04-12 16:33:07.864046,PERSONAL_CARE
8096,KAKI BUKIT,BEDOK,EAST REGION,1.3327188,103.9136029,service.beauty,null,Hair Street De Salon,"Hair Street De Salon, 632 Bedok Reservoir Road, Singapore 470632, Singapore",null,null,null,2025-04-12 16:33:07.896564,2025-04-12 16:33:07.896564,PERSONAL_CARE
8101,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3717255,103.8939596,service.beauty,null,Alan & Guys,"Alan & Guys, CP, Singapore 530809, Singapore",null,null,null,2025-04-12 16:33:08.081694,2025-04-12 16:33:08.081694,PERSONAL_CARE
8103,TAMPINES WEST,TAMPINES,EAST REGION,1.3477389,103.9360404,service.beauty,null,Mei Salon,"Mei Salon, 820 Tampines Street 81, Singapore 520820, Singapore",null,null,null,2025-04-12 16:33:08.161285,2025-04-12 16:33:08.161285,PERSONAL_CARE
8105,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,1.4063148,103.90227,service.beauty,null,Hair Club,"Hair Club, 83 Punggol Central, Singapore 828763, Singapore",null,null,null,2025-04-12 16:33:08.23734,2025-04-12 16:33:08.23734,PERSONAL_CARE
8108,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3723218,103.893723,service.beauty,null,Kcuts,"Kcuts, 90 Hougang Avenue 10, Singapore 538766, Singapore",null,null,null,2025-04-12 16:33:08.360951,2025-04-12 16:33:08.360951,PERSONAL_CARE
8118,PUNGGOL FIELD,PUNGGOL,NORTH-EAST REGION,1.3941967,103.9128213,service.beauty,null,Fashionable Barber,"Fashionable Barber, 168 Punggol Field, Singapore 820168, Singapore",null,null,null,2025-04-12 16:33:08.736623,2025-04-12 16:33:08.736623,PERSONAL_CARE
8119,PUNGGOL FIELD,PUNGGOL,NORTH-EAST REGION,1.3942714,103.9128709,service.beauty,null,Fashionable,"Fashionable, 168 Punggol Field, Singapore 820168, Singapore",null,null,null,2025-04-12 16:33:08.790374,2025-04-12 16:33:08.790374,PERSONAL_CARE
8120,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,1.4035007,103.9060571,service.beauty,null,83 Hair Dressing,"83 Hair Dressing, 301 Punggol Central, Singapore 820301, Singapore",null,null,null,2025-04-12 16:33:08.822036,2025-04-12 16:33:08.822036,PERSONAL_CARE
8121,HOUGANG WEST,HOUGANG,NORTH-EAST REGION,1.3749026,103.887051,service.beauty,null,P&W,"P&W, 698 Hougang Street 61, Singapore 530684, Singapore",null,null,null,2025-04-12 16:33:08.862634,2025-04-12 16:33:08.862634,PERSONAL_CARE
8122,HOUGANG WEST,HOUGANG,NORTH-EAST REGION,1.3742356,103.8859616,service.beauty,null,Lavish De' Salon,"Lavish De' Salon, 682 CP, Singapore 530683, Singapore",null,null,null,2025-04-12 16:33:08.899138,2025-04-12 16:33:08.899138,PERSONAL_CARE
8124,HOUGANG WEST,HOUGANG,NORTH-EAST REGION,1.3742092,103.8859579,service.beauty,null,Snip Avenue,"Snip Avenue, 682 CP, Singapore 530683, Singapore",null,null,null,2025-04-12 16:33:09.004561,2025-04-12 16:33:09.004561,PERSONAL_CARE
8125,HOUGANG WEST,HOUGANG,NORTH-EAST REGION,1.3708233,103.8841647,service.beauty,null,La'trim,"La'trim, 678 Hougang Avenue 8, Singapore 538784, Singapore",null,null,null,2025-04-12 16:33:09.038658,2025-04-12 16:33:09.038658,PERSONAL_CARE
8126,HOUGANG WEST,HOUGANG,NORTH-EAST REGION,1.3701323,103.8841384,service.beauty,null,Mt Everests Spa,"Mt Everests Spa, 620 Hougang Avenue 8, Singapore 538784, Singapore",null,null,null,2025-04-12 16:33:09.077221,2025-04-12 16:33:09.077221,PERSONAL_CARE
8127,HOUGANG WEST,HOUGANG,NORTH-EAST REGION,1.3702608,103.8835057,service.beauty,null,Carole,"Carole, 620 Hougang Avenue 8, Singapore 538784, Singapore",null,null,null,2025-04-12 16:33:09.109731,2025-04-12 16:33:09.109731,PERSONAL_CARE
8128,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.3594829,103.8851208,service.beauty,null,Safarees,"Safarees, 205 Hougang Street 21, Singapore 530205, Singapore",null,null,null,2025-04-12 16:33:09.143999,2025-04-12 16:33:09.143999,PERSONAL_CARE
8129,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.3594656,103.8848641,service.beauty,null,EC House,"EC House, 205 Hougang Street 21, Singapore 530205, Singapore",null,null,null,2025-04-12 16:33:09.188634,2025-04-12 16:33:09.188634,PERSONAL_CARE
8131,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.3596003,103.8850012,service.beauty,null,N E House,"N E House, 205 Hougang Street 21, Singapore 530205, Singapore",null,null,null,2025-04-12 16:33:09.280172,2025-04-12 16:33:09.280172,PERSONAL_CARE
8132,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.3586693,103.8848137,service.beauty,null,Kimage,"Kimage, Upper Serangoon Road, Singapore 534799, Singapore",null,null,null,2025-04-12 16:33:09.314306,2025-04-12 16:33:09.314306,PERSONAL_CARE
3569,HILLCREST,BUKIT TIMAH,CENTRAL REGION,1.3318499,103.8064393,catering.restaurant,null,Greenwood Fish Market,"Greenwood Fish Market, 36 Greenwood Avenue, Singapore 289233, Singapore",null,null,null,2025-04-12 16:25:55.995985,2025-04-12 16:25:55.995985,RESTAURANT
3580,SPRINGLEAF,YISHUN,NORTH REGION,1.3994469,103.8179249,catering.restaurant,null,Ngee Fou Restaurant Ampang Yueng Tow Fu,"Ngee Fou Restaurant Ampang Yueng Tow Fu, 928 Upper Thomson Road, Singapore 787113, Singapore",null,null,null,2025-04-12 16:25:56.397663,2025-04-12 16:25:56.397663,RESTAURANT
3584,SPRINGLEAF,YISHUN,NORTH REGION,1.3982104,103.8184078,catering.restaurant,null,Soon Kee Duck Rice Eating House,"Soon Kee Duck Rice Eating House, 908H Upper Thomson Road, Singapore 787113, Singapore",null,null,null,2025-04-12 16:25:56.551989,2025-04-12 16:25:56.551989,RESTAURANT
3588,WOODLANDS REGIONAL CENTRE,WOODLANDS,NORTH REGION,1.4360403,103.7856893,catering.restaurant,null,Dian Xiao Er,"Dian Xiao Er, Woodlands Square, Singapore 738099, Singapore",null,null,null,2025-04-12 16:25:56.700763,2025-04-12 16:25:56.700763,RESTAURANT
3596,HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,1.3370751,103.7793887,catering.restaurant,null,Eagle Wings Loft,"Eagle Wings Loft, 9 King Albert Park, Singapore 598332, Singapore",null,null,null,2025-04-12 16:25:56.978698,2025-04-12 16:25:56.978698,RESTAURANT
3607,YISHUN SOUTH,YISHUN,NORTH REGION,1.418222,103.8411494,catering.restaurant,null,King of Fried Rice,"King of Fried Rice, 598 Yishun Ring Road, Singapore 768698, Singapore",null,null,null,2025-04-12 16:25:57.353023,2025-04-12 16:25:57.353023,RESTAURANT
3619,SEMBAWANG CENTRAL,SEMBAWANG,NORTH REGION,1.4434229,103.8155839,catering.restaurant,null,Ajimir Store,"Ajimir Store, 2 Gambas Crescent, Singapore 757044, Singapore",null,null,null,2025-04-12 16:25:57.836823,2025-04-12 16:25:57.836823,RESTAURANT
3628,KHATIB,YISHUN,NORTH REGION,1.4146109,103.8307701,catering.restaurant,null,Siam Kitchen,"Siam Kitchen, 2 Yishun Walk, Singapore 767944, Singapore",null,null,null,2025-04-12 16:25:58.153456,2025-04-12 16:25:58.153456,RESTAURANT
3639,JELEBU,BUKIT PANJANG,WEST REGION,1.3783398,103.7631819,catering.restaurant,null,King of Prawn Noodles,"King of Prawn Noodles, 17 Petir Road, Singapore 678278, Singapore",null,null,null,2025-04-12 16:25:58.521933,2025-04-12 16:25:58.521933,RESTAURANT
3671,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3738065,103.9487998,catering.restaurant,null,Kageyama Ramen & Tonkatsu,"Kageyama Ramen & Tonkatsu, 7 Pasir Ris Central, Singapore 519612, Singapore",null,null,null,2025-04-12 16:26:06.039286,2025-04-12 16:26:06.039286,RESTAURANT
3673,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3738981,103.9488702,catering.restaurant,null,NAYANA Plus,"NAYANA Plus, 7 Pasir Ris Central, Singapore 519612, Singapore",null,null,null,2025-04-12 16:26:06.108518,2025-04-12 16:26:06.108518,RESTAURANT
3674,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3742108,103.9485495,catering.restaurant,null,Paradise Classic,"Paradise Classic, 7 Pasir Ris Central, Singapore 519612, Singapore",null,null,null,2025-04-12 16:26:06.155247,2025-04-12 16:26:06.155247,RESTAURANT
8137,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.3576721,103.884533,service.beauty,null,I Cut Hair Salon,"I Cut Hair Salon, 203 Hougang Street 21, Singapore 530202, Singapore",null,null,null,2025-04-12 16:33:09.535987,2025-04-12 16:33:09.535987,PERSONAL_CARE
8141,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.3579314,103.8834807,service.beauty,null,Swee Salon,"Swee Salon, 201 Hougang Street 21, Singapore 530202, Singapore",null,null,null,2025-04-12 16:33:09.665164,2025-04-12 16:33:09.665164,PERSONAL_CARE
8142,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.359304,103.887961,service.beauty,null,Elite De' Salon,"Elite De' Salon, Hougang Street 21, Singapore 530211, Singapore",null,null,null,2025-04-12 16:33:09.701664,2025-04-12 16:33:09.701664,PERSONAL_CARE
8143,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.3587358,103.8867771,service.beauty,null,Micro Cut Salon,"Micro Cut Salon, 208 Hougang Street 21, Singapore 530208, Singapore",null,null,null,2025-04-12 16:33:09.736271,2025-04-12 16:33:09.736271,PERSONAL_CARE
8145,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.3600843,103.8877626,service.beauty,null,Uni-Cut Salon,"Uni-Cut Salon, 211 Hougang Street 21, Singapore 530211, Singapore",null,null,null,2025-04-12 16:33:09.798756,2025-04-12 16:33:09.798756,PERSONAL_CARE
8146,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.358944,103.8871744,service.beauty,null,Unique Hair & Beauty Salon,"Unique Hair & Beauty Salon, 210 Hougang Street 21, Singapore 530208, Singapore",null,null,null,2025-04-12 16:33:09.834723,2025-04-12 16:33:09.834723,PERSONAL_CARE
8148,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.3591841,103.8873821,service.beauty,null,Perfection Hairdressing Salon,"Perfection Hairdressing Salon, 210 Hougang Street 21, Singapore 530208, Singapore",null,null,null,2025-04-12 16:33:09.899578,2025-04-12 16:33:09.899578,PERSONAL_CARE
8150,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3724712,103.9493631,service.beauty,null,Jean Yip,"Jean Yip, 1 Pasir Ris Central Street 3, Singapore 518457, Singapore",null,null,null,2025-04-12 16:33:09.964178,2025-04-12 16:33:09.964178,PERSONAL_CARE
8151,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3725043,103.9493899,service.beauty,null,Myeongdong Hair Studio,"Myeongdong Hair Studio, 1 Pasir Ris Central Street 3, Singapore 518457, Singapore",null,null,null,2025-04-12 16:33:09.99777,2025-04-12 16:33:09.99777,PERSONAL_CARE
8152,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3725159,103.9497413,service.beauty,null,KCuts White Sands,"KCuts White Sands, 1 Pasir Ris Central Street 3, Singapore 518457, Singapore",null,null,null,2025-04-12 16:33:10.035366,2025-04-12 16:33:10.035366,PERSONAL_CARE
8154,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.3629774,103.888425,service.beauty,null,YDM Beauty Saloon,"YDM Beauty Saloon, 1026 Upper Serangoon Road, Singapore 534764, Singapore",null,null,null,2025-04-12 16:33:10.113693,2025-04-12 16:33:10.113693,PERSONAL_CARE
8155,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.362942,103.8883716,service.beauty,null,Garden Spa,"Garden Spa, 1024 Upper Serangoon Road, Singapore 534762, Singapore",null,null,null,2025-04-12 16:33:10.148674,2025-04-12 16:33:10.148674,PERSONAL_CARE
8160,NORTHSHORE,PUNGGOL,NORTH-EAST REGION,1.4165528,103.9019653,service.beauty,null,Clippers,"Clippers, Punggol Way, Singapore 822405, Singapore",null,null,null,2025-04-12 16:33:10.349838,2025-04-12 16:33:10.349838,PERSONAL_CARE
8162,NORTHSHORE,PUNGGOL,NORTH-EAST REGION,1.4165968,103.9019135,service.beauty,null,Kerluxe,"Kerluxe, Punggol Way, Singapore 822405, Singapore",null,null,null,2025-04-12 16:33:10.425363,2025-04-12 16:33:10.425363,PERSONAL_CARE
8165,WATERWAY EAST,PUNGGOL,NORTH-EAST REGION,1.4000493,103.919018,service.beauty,null,Only One Salon,"Only One Salon, 658 Punggol East, Singapore 820658, Singapore",null,null,null,2025-04-12 16:33:10.537732,2025-04-12 16:33:10.537732,PERSONAL_CARE
8167,MATILDA,PUNGGOL,NORTH-EAST REGION,1.4021846,103.9012793,service.beauty,null,Snop Avenue,"Snop Avenue, 273C Punggol Place, Singapore 823273, Singapore",null,null,null,2025-04-12 16:33:10.615093,2025-04-12 16:33:10.615093,PERSONAL_CARE
8168,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,1.4083575,103.8991395,service.beauty,null,Arches,"Arches, Punggol Way, Singapore 821314, Singapore",null,null,null,2025-04-12 16:33:10.652619,2025-04-12 16:33:10.652619,PERSONAL_CARE
8171,HOUGANG WEST,HOUGANG,NORTH-EAST REGION,1.3737288,103.8909236,service.beauty,null,Zen Art Salon,"Zen Art Salon, Hougang Avenue 10, Singapore 538808, Singapore",null,null,null,2025-04-12 16:33:10.759903,2025-04-12 16:33:10.759903,PERSONAL_CARE
8173,TRAFALGAR,HOUGANG,NORTH-EAST REGION,1.375121,103.8820426,service.beauty,null,83 Hair Dressing,"83 Hair Dressing, Hougang Avenue 9, Singapore 531932, Singapore",null,null,null,2025-04-12 16:33:10.84027,2025-04-12 16:33:10.84027,PERSONAL_CARE
8174,TRAFALGAR,HOUGANG,NORTH-EAST REGION,1.3758783,103.8796797,service.beauty,null,QB HOUSE,"QB HOUSE, 1 Hougang Street 91, Singapore 538692, Singapore",null,null,null,2025-04-12 16:33:10.880721,2025-04-12 16:33:10.880721,PERSONAL_CARE
8175,TRAFALGAR,HOUGANG,NORTH-EAST REGION,1.3756728,103.8792903,service.beauty,null,NK Hairworks,"NK Hairworks, 1 Hougang Street 91, Singapore 538692, Singapore",null,null,null,2025-04-12 16:33:10.923331,2025-04-12 16:33:10.923331,PERSONAL_CARE
3694,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3739421,103.9487136,catering.restaurant,null,Lau Wang Claypot Delights,"Lau Wang Claypot Delights, 7 Pasir Ris Central, Singapore 519612, Singapore",null,null,null,2025-04-12 16:26:06.825262,2025-04-12 16:26:06.825262,RESTAURANT
3705,KAKI BUKIT,BEDOK,EAST REGION,1.3314177,103.9090155,catering.restaurant,null,Al Afrida Restaurant,"Al Afrida Restaurant, Blk 117, #01-72, S470117 Bedok Reservoir Road, Singapore 470117, Singapore",null,null,null,2025-04-12 16:26:07.174108,2025-04-12 16:26:07.174108,RESTAURANT
3715,PAYA LEBAR EAST,PAYA LEBAR,EAST REGION,1.3666176,103.9265473,catering.restaurant,null,Good Year Seafood Village,"Good Year Seafood Village, 15 Tampines Avenue, Singapore 529788, Singapore",null,null,null,2025-04-12 16:26:07.463592,2025-04-12 16:26:07.463592,RESTAURANT
3730,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3734064,103.9483902,catering.restaurant,null,杨国福麻辣烫,"Yangguofu Spicy Hot Pot, 7 Pasir Ris Central, Singapore 519612, Singapore",null,null,null,2025-04-12 16:26:07.967791,2025-04-12 16:26:07.967791,RESTAURANT
3744,KOVAN,HOUGANG,NORTH-EAST REGION,1.3583469,103.874772,catering.restaurant,null,Song Kee Fishball Noodle,"Song Kee Fishball Noodle, 100 Yio Chu Kang Road, Singapore 545574, Singapore",null,null,null,2025-04-12 16:26:08.375232,2025-04-12 16:26:08.375232,RESTAURANT
3757,TAMPINES EAST,TAMPINES,EAST REGION,1.3526395,103.9447878,catering.restaurant,null,Din Tai Fung,"Din Tai Fung, Tampines Central 5, Singapore 529509, Singapore",null,null,null,2025-04-12 16:26:08.768994,2025-04-12 16:26:08.768994,RESTAURANT
3759,TAMPINES WEST,TAMPINES,EAST REGION,1.3534561,103.9408046,catering.restaurant,null,Blanco Court,"Blanco Court, 51 Tampines Avenue 4, Singapore 529684, Singapore",null,null,null,2025-04-12 16:26:08.825878,2025-04-12 16:26:08.825878,RESTAURANT
3777,PAYA LEBAR EAST,PAYA LEBAR,EAST REGION,1.3666275,103.9265976,catering.restaurant,null,Good Year Coffee Shop,"Good Year Coffee Shop, 15 Tampines Avenue, Singapore 529788, Singapore",null,null,null,2025-04-12 16:26:09.354903,2025-04-12 16:26:09.354903,RESTAURANT
3795,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,1.4067355,103.902795,catering.restaurant,null,Kuriya Fish Market,"Kuriya Fish Market, 83 Punggol Central, Singapore 828763, Singapore",null,null,null,2025-04-12 16:26:09.883979,2025-04-12 16:26:09.883979,RESTAURANT
3800,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,1.4068154,103.9018981,catering.restaurant,null,Osaka Osho,"Osaka Osho, 79 Punggol Central, Singapore 820079, Singapore",null,null,null,2025-04-12 16:26:10.019127,2025-04-12 16:26:10.019127,RESTAURANT
3802,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,1.4066393,103.9021546,catering.restaurant,null,Wen Zhang Lao Mian,"Wen Zhang Lao Mian, 83 Punggol Central, Singapore 828763, Singapore",null,null,null,2025-04-12 16:26:10.074899,2025-04-12 16:26:10.074899,RESTAURANT
8182,HOUGANG WEST,HOUGANG,NORTH-EAST REGION,1.374291,103.8865497,service.beauty,null,Siew Li Yong,"Siew Li Yong, 684 CP, Singapore 530684, Singapore",null,null,null,2025-04-12 16:33:11.160771,2025-04-12 16:33:11.160771,PERSONAL_CARE
8183,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3722204,103.8939493,service.beauty,null,EC House,"EC House, 90 Hougang Avenue 10, Singapore 538766, Singapore",null,null,null,2025-04-12 16:33:11.190344,2025-04-12 16:33:11.190344,PERSONAL_CARE
8189,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3707564,103.8948217,service.beauty,null,Hair Creation Studio,"Hair Creation Studio, 804 Hougang Central, Singapore 530804, Singapore",null,null,null,2025-04-12 16:33:11.416928,2025-04-12 16:33:11.416928,PERSONAL_CARE
8190,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3705693,103.8953091,service.beauty,null,ADD Hair Studio,"ADD Hair Studio, Hougang Avenue 10, Singapore 530362, Singapore",null,null,null,2025-04-12 16:33:11.453234,2025-04-12 16:33:11.453234,PERSONAL_CARE
8191,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3706386,103.8949606,service.beauty,null,Spade Hair Studio,"Spade Hair Studio, CP, Singapore 530804, Singapore",null,null,null,2025-04-12 16:33:11.485081,2025-04-12 16:33:11.485081,PERSONAL_CARE
8192,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3705042,103.894814,service.beauty,null,Guc Salon,"Guc Salon, CP, Singapore 530804, Singapore",null,null,null,2025-04-12 16:33:11.519712,2025-04-12 16:33:11.519712,PERSONAL_CARE
8193,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3705992,103.8949065,service.beauty,null,Xin Zai Zhi Jian,"Xin Zai Zhi Jian, CP, Singapore 530804, Singapore",null,null,null,2025-04-12 16:33:11.559629,2025-04-12 16:33:11.559629,PERSONAL_CARE
8195,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3705522,103.8948493,service.beauty,null,DE Hair Team,"DE Hair Team, CP, Singapore 530804, Singapore",null,null,null,2025-04-12 16:33:11.625967,2025-04-12 16:33:11.625967,PERSONAL_CARE
8197,HOUGANG CENTRAL,HOUGANG,NORTH-EAST REGION,1.3703881,103.8953542,service.beauty,null,Neez Hair Studio,"Neez Hair Studio, Hougang Avenue 10, Singapore 530362, Singapore",null,null,null,2025-04-12 16:33:11.712569,2025-04-12 16:33:11.712569,PERSONAL_CARE
8207,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2473957,103.8423931,service.beauty,null,Hera Hair Beauty,"Hera Hair Beauty, Ocean Way, Singapore 098375, Singapore",null,null,null,2025-04-12 16:33:20.093141,2025-04-12 16:33:20.093141,PERSONAL_CARE
8209,JURONG GATEWAY,JURONG EAST,WEST REGION,1.3332383,103.7434073,service.beauty,null,Team Salon JEM (Aveda),"Team Salon JEM (Aveda), 50 Jem Parking (In), Singapore 608549, Singapore",null,null,null,2025-04-12 16:33:20.169282,2025-04-12 16:33:20.169282,PERSONAL_CARE
8215,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2472833,103.8423977,service.beauty,null,The Good Sole,"The Good Sole, Ocean Way, Singapore 098375, Singapore",null,null,null,2025-04-12 16:33:20.408051,2025-04-12 16:33:20.408051,PERSONAL_CARE
8218,DOVER,QUEENSTOWN,CENTRAL REGION,1.30446575,103.773025568768,service.beauty,null,Hair Destination,"Hair Destination, College Link Walkway, Singapore 138602, Singapore",null,null,null,2025-04-12 16:33:20.531903,2025-04-12 16:33:20.531903,PERSONAL_CARE
8219,NATIONAL UNIVERSITY OF S'PORE,QUEENSTOWN,CENTRAL REGION,1.2939258,103.78475942514,service.beauty,null,Niks,"Niks, Lower Kent Ridge Road, Singapore 119082, Singapore",null,null,null,2025-04-12 16:33:20.577685,2025-04-12 16:33:20.577685,PERSONAL_CARE
8220,NATIONAL UNIVERSITY OF S'PORE,QUEENSTOWN,CENTRAL REGION,1.29395915,103.784753084367,service.beauty,null,Organic,"Organic, Lower Kent Ridge Road, Singapore 119082, Singapore",null,null,null,2025-04-12 16:33:20.616377,2025-04-12 16:33:20.616377,PERSONAL_CARE
8221,NATIONAL UNIVERSITY OF S'PORE,QUEENSTOWN,CENTRAL REGION,1.2937129,103.784799780149,service.beauty,null,echouse,"echouse, Lower Kent Ridge Road, Singapore 119082, Singapore",null,null,null,2025-04-12 16:33:20.65601,2025-04-12 16:33:20.65601,PERSONAL_CARE
8222,CLEMENTI WEST,CLEMENTI,WEST REGION,1.3043886,103.7642285,service.beauty,null,Hairdresser Salon Unisex,"Hairdresser Salon Unisex, 727 Clementi West Street 2, Singapore 120727, Singapore",null,null,null,2025-04-12 16:33:20.690632,2025-04-12 16:33:20.690632,PERSONAL_CARE
8224,PASIR PANJANG 1,QUEENSTOWN,CENTRAL REGION,1.2924212,103.7684104,service.beauty,null,western salon,"western salon, Pasir Panjang Road, Singapore 129741, Singapore",null,null,null,2025-04-12 16:33:20.761714,2025-04-12 16:33:20.761714,PERSONAL_CARE
8231,HONG KAH,JURONG WEST,WEST REGION,1.3499033,103.719221,service.beauty,null,Hair Sense Stidio,"Hair Sense Stidio, 501 Jurong West Street 51, Singapore 640501, Singapore",null,null,null,2025-04-12 16:33:21.040438,2025-04-12 16:33:21.040438,PERSONAL_CARE
8232,DOVER,QUEENSTOWN,CENTRAL REGION,1.3045987,103.7816904,service.beauty,null,Flo Classic Hair saloon,"Flo Classic Hair saloon, Dover Road, Singapore 130028, Singapore",null,null,null,2025-04-12 16:33:21.070774,2025-04-12 16:33:21.070774,PERSONAL_CARE
3834,HOUGANG WEST,HOUGANG,NORTH-EAST REGION,1.3709032,103.8838213,catering.restaurant,null,Le Man Yuan Seafood,"Le Man Yuan Seafood, 678 Hougang Avenue 8, Singapore 538784, Singapore",null,null,null,2025-04-12 16:26:11.087332,2025-04-12 16:26:11.087332,RESTAURANT
3844,LORONG AH SOO,HOUGANG,NORTH-EAST REGION,1.3595919,103.888421,catering.restaurant,null,Al-Hussain Restaurant,"Al-Hussain Restaurant, Hougang Avenue 1, Singapore 530211, Singapore",null,null,null,2025-04-12 16:26:11.388242,2025-04-12 16:26:11.388242,RESTAURANT
3850,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3724528,103.9499947,catering.restaurant,null,The Soup Spoon Union,"The Soup Spoon Union, 1 Pasir Ris Central Street 3, Singapore 518457, Singapore",null,null,null,2025-04-12 16:26:11.569131,2025-04-12 16:26:11.569131,RESTAURANT
3875,PUNGGOL FIELD,PUNGGOL,NORTH-EAST REGION,1.3931851,103.917562,catering.restaurant,null,Nadyas,"Nadyas, Punggol Promenade Riverside Walk, Singapore 828836, Singapore",null,null,null,2025-04-12 16:26:12.329733,2025-04-12 16:26:12.329733,RESTAURANT
3887,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,1.4106366,103.9060174,catering.restaurant,null,Pizza Hut,"Pizza Hut, Punggol Waterway, Singapore 823679, Singapore",null,null,null,2025-04-12 16:26:12.706541,2025-04-12 16:26:12.706541,RESTAURANT
3904,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3732337,103.9487794,catering.restaurant,null,Huang Chao Teochew Noodle House,"Huang Chao Teochew Noodle House, 8 Pasir Ris Drive 8, Singapore 519467, Singapore",null,null,null,2025-04-12 16:26:13.229955,2025-04-12 16:26:13.229955,RESTAURANT
3914,TAMPINES EAST,TAMPINES,EAST REGION,1.3477738,103.9517608,catering.restaurant,null,Jin Biao Coffee Shop,"Jin Biao Coffee Shop, 280 Tampines Street 22, Singapore 520280, Singapore",null,null,null,2025-04-12 16:26:13.565912,2025-04-12 16:26:13.565912,RESTAURANT
3932,TUAS PROMENADE,TUAS,WEST REGION,1.3424793,103.6352433,catering.restaurant,null,Marina Bistro,"Marina Bistro, Tuas West Drive, Singapore 638404, Singapore",null,null,null,2025-04-12 16:26:27.158064,2025-04-12 16:26:27.158064,RESTAURANT
3944,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2472121,103.8421526,catering.restaurant,null,Greater Lot by Cedele,"Greater Lot by Cedele, Ocean Way, Singapore 098375, Singapore",null,null,null,2025-04-12 16:26:27.619253,2025-04-12 16:26:27.619253,RESTAURANT
8236,YUHUA WEST,JURONG EAST,WEST REGION,1.3501367,103.7313478,service.beauty,null,Malay Barber,"Malay Barber, 338 Jurong East Avenue 1, Singapore 600338, Singapore",null,null,null,2025-04-12 16:33:21.218486,2025-04-12 16:33:21.218486,PERSONAL_CARE
8238,YUHUA WEST,JURONG EAST,WEST REGION,1.3489809,103.7296152,service.beauty,null,Belle Belle,"Belle Belle, 326 Jurong East Street 31, Singapore 600326, Singapore",null,null,null,2025-04-12 16:33:21.289463,2025-04-12 16:33:21.289463,PERSONAL_CARE
