id,subzone,planning_area,region,latitude,longitude,original_type,rank,venue_name,venue_address,venue_id,avg_weekday_footfall,avg_weekend_footfall,created_at,updated_at,venue_type
1370,COMPASSVALE,SENGKANG,NORTH-EAST REGION,1.3830173,103.8918855,commercial.clothing,null,Uniqlo,"Uniqlo, 70 Compassvale Bow, Singapore 544692, Singapore",null,null,null,2025-04-12 16:20:28.647465,2025-04-12 16:20:28.647465,APPAREL
2756,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3918825,103.8953634,commercial.food_and_drink,null,Moji Bakery,"Moji Bakery, Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:24:42.454988,2025-04-12 16:24:42.454988,RESTAURANT
2758,COMPASSVALE,SENGKANG,NORTH-EAST REGION,1.3861334,103.8932891,commercial.food_and_drink,null,Icakes,"Icakes, 279 Sengkang East Avenue, Singapore 540279, Singapore",null,null,null,2025-04-12 16:24:42.512831,2025-04-12 16:24:42.512831,RESTAURANT
2760,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3921172,103.8949348,commercial.food_and_drink,null,BreadTalk,"BreadTalk, Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:24:42.570028,2025-04-12 16:24:42.570028,RESTAURANT
2761,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3922735,103.8950622,commercial.food_and_drink,null,The Jelly Hearts,"The Jelly Hearts, 1 Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:24:42.600412,2025-04-12 16:24:42.600412,RESTAURANT
2762,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3917941,103.8951906,commercial.food_and_drink,null,Polar,"Polar, Sengkang Bus Interchange, Singapore 545077, Singapore",null,null,null,2025-04-12 16:24:42.627656,2025-04-12 16:24:42.627656,RESTAURANT
2763,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3919784,103.8948799,commercial.food_and_drink,null,Four Leaves,"Four Leaves, Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:24:42.662248,2025-04-12 16:24:42.662248,RESTAURANT
2764,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3921244,103.8949987,commercial.food_and_drink,null,Famous Amos,"Famous Amos, Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:24:42.691742,2025-04-12 16:24:42.691742,RESTAURANT
2765,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3919456,103.8951001,commercial.food_and_drink,null,Annabella Patisserie,"Annabella Patisserie, Sengkang Square, Singapore 545078, Singapore",null,null,null,2025-04-12 16:24:42.722217,2025-04-12 16:24:42.722217,RESTAURANT
7059,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3889211,103.8929112,childcare,null,Little Footprints Preschool Sengkang 201,"Little Footprints Preschool Sengkang 201, 201A Compassvale Drive, Singapore 541201, Singapore",null,null,null,2025-04-12 16:30:00.277941,2025-04-12 16:30:00.277941,SCHOOL
7060,RIVERVALE,SENGKANG,NORTH-EAST REGION,1.3842274,103.9017057,childcare,null,Little World Childcare and Development Centre,"Little World Childcare and Development Centre, 113 Rivervale Walk, Singapore 540113, Singapore",null,null,null,2025-04-12 16:30:00.310147,2025-04-12 16:30:00.310147,SCHOOL
7062,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3864533,103.8968032,childcare,null,PCF Sparkletots @ Sengkang Central Blk 206A,"PCF Sparkletots @ Sengkang Central Blk 206A, 206A Compassvale Lane, Singapore 541206, Singapore",null,null,null,2025-04-12 16:30:00.392811,2025-04-12 16:30:00.392811,SCHOOL
7063,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3883891,103.8971317,childcare,null,Spright Academy Sengkang,"Spright Academy Sengkang, 223A Compassvale Walk, Singapore 541223, Singapore",null,null,null,2025-04-12 16:30:00.422099,2025-04-12 16:30:00.422099,SCHOOL
7067,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3967804,103.8963126,childcare,null,Agape Little Uni @ Compassvale Pte Ltd,"Agape Little Uni @ Compassvale Pte Ltd, 293B Compassvale Crescent, Singapore 542293, Singapore",null,null,null,2025-04-12 16:30:00.555971,2025-04-12 16:30:00.555971,SCHOOL
7086,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3882905,103.9013792,childcare,null,My First Skool,"My First Skool, Punggol Road, Singapore 540230, Singapore",null,null,null,2025-04-12 16:30:01.230667,2025-04-12 16:30:01.230667,SCHOOL
2,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3928356,103.8938986,activity.community_center,null,Sengkang Community Club,"Sengkang Community Club, 2 Sengkang Square, Singapore 545025, Singapore",null,null,null,2025-04-13 00:05:59,2025-04-13 00:06:00,CLUBS
70,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3890717,103.8973868,activity.community_center,null,Sengkang Family Service Centre,"Sengkang Family Service Centre, 223D Compassvale Walk, Singapore 544223, Singapore",null,null,null,2025-04-12 16:15:23.897812,2025-04-12 16:15:23.897812,CLUBS
130,BEDOK SOUTH,BEDOK,EAST REGION,1.32428785,103.936065986497,activity.community_center,null,Bedok Community Centre,"Bedok Community Centre, 850 New Upper Changi Road, Singapore 467352, Singapore",null,null,null,2025-04-12 16:15:30.594604,2025-04-12 16:15:30.594604,CLUBS
131,SIMEI,TAMPINES,EAST REGION,1.34498415,103.955139765624,activity.community_center,null,Changi Simei Community Club,"Changi Simei Community Club, 10 Simei Street 2, Singapore 529915, Singapore",null,null,null,2025-04-12 16:15:30.660208,2025-04-12 16:15:30.660208,CLUBS
132,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.31100515,103.897930697833,activity.community_center,null,Geylang Serai Community Club,"Geylang Serai Community Club, 99 Haig Road, Singapore 438748, Singapore",null,null,null,2025-04-12 16:15:30.701884,2025-04-12 16:15:30.701884,CLUBS
133,BOON KENG,KALLANG,CENTRAL REGION,1.3156325,103.87241611319,activity.community_center,null,Geylang West Community Club,"Geylang West Community Club, 1205 Upper Boon Keng Road, Singapore 387311, Singapore",null,null,null,2025-04-12 16:15:30.748539,2025-04-12 16:15:30.748539,CLUBS
134,BEDOK NORTH,BEDOK,EAST REGION,1.3333861,103.92688745493,activity.community_center,null,Kaki Bukit Community Centre,"Kaki Bukit Community Centre, 670 Bedok North Street 3, Singapore 469627, Singapore",null,null,null,2025-04-12 16:15:30.785133,2025-04-12 16:15:30.785133,CLUBS
135,GEYLANG EAST,GEYLANG,CENTRAL REGION,1.317851,103.900756144499,activity.community_center,null,Kampong Ubi Community Centre,"Kampong Ubi Community Centre, 10 Jalan Ubi, Singapore 409075, Singapore",null,null,null,2025-04-12 16:15:30.829648,2025-04-12 16:15:30.829648,CLUBS
7802,SEMBAWANG SPRINGS,SEMBAWANG,NORTH REGION,1.44006375,103.825223646806,service.vehicle.fuel,null,SPC,"SPC, Sembawang Road, Singapore 758456, Singapore",null,null,null,2025-04-12 16:32:07.690834,2025-04-12 16:32:07.690834,VEHICLE
7803,SEMBAWANG SPRINGS,SEMBAWANG,NORTH REGION,1.4404093,103.82510095,service.vehicle.fuel,null,Esso,"Esso, Sembawang Road, Singapore 758456, Singapore",null,null,null,2025-04-12 16:32:07.725051,2025-04-12 16:32:07.725051,VEHICLE
7805,CORONATION ROAD,BUKIT TIMAH,CENTRAL REGION,1.3247331,103.808614691051,service.vehicle.fuel,null,Sinopec Bukit Timah,"Sinopec Bukit Timah, 623A Bukit Timah Road, Singapore 269733, Singapore",null,null,null,2025-04-12 16:32:07.783012,2025-04-12 16:32:07.783012,VEHICLE
7806,SWISS CLUB,BUKIT TIMAH,CENTRAL REGION,1.3352487,103.786747991882,service.vehicle.fuel,null,Caltex,"Caltex, Binjai Park, Singapore 589821, Singapore",null,null,null,2025-04-12 16:32:07.812408,2025-04-12 16:32:07.812408,VEHICLE
7807,WOODLANDS WEST,WOODLANDS,NORTH REGION,1.43829385,103.775420339926,service.vehicle.fuel,null,Shell,"Shell, Marsiling Road, Singapore 732187, Singapore",null,null,null,2025-04-12 16:32:07.852951,2025-04-12 16:32:07.852951,VEHICLE
7808,SEMBAWANG SPRINGS,SEMBAWANG,NORTH REGION,1.4405359,103.824408715163,service.vehicle.fuel,null,Shell,"Shell, Sembawang Road, Singapore 758456, Singapore",null,null,null,2025-04-12 16:32:07.880334,2025-04-12 16:32:07.880334,VEHICLE
7811,FAJAR,BUKIT PANJANG,WEST REGION,1.3833432,103.772684820383,service.vehicle.fuel,null,SPC Bukit Panjang,"SPC Bukit Panjang, Bukit Panjang Ring Road, Singapore 679944, Singapore",null,null,null,2025-04-12 16:32:07.977839,2025-04-12 16:32:07.977839,VEHICLE
7812,KRANJI,SUNGEI KADUT,NORTH REGION,1.4342533,103.762021377415,service.vehicle.fuel,null,Esso,"Esso, Woodlands Road, Singapore 738782, Singapore",null,null,null,2025-04-12 16:32:08.00733,2025-04-12 16:32:08.00733,VEHICLE
38,COMPASSVALE,SENGKANG,NORTH-EAST REGION,1.3822728,103.8926052,activity.community_center,null,Buangkok Community Centre,"Buangkok Community Centre, 70 Compassvale Bow, Singapore 544692, Singapore",null,null,null,2025-04-12 16:15:22.243616,2025-04-12 16:15:22.243616,CLUBS
54,RIVERVALE,SENGKANG,NORTH-EAST REGION,1.38514245,103.902353428337,activity.community_center,null,Rivervale Community Club,"Rivervale Community Club, 2 Rivervale Close, Singapore 544583, Singapore",null,null,null,2025-04-12 16:15:23.032815,2025-04-12 16:15:23.032815,CLUBS
56,RIVERVALE,SENGKANG,NORTH-EAST REGION,1.3933659,103.9020132,activity.community_center,null,Rivervale Community Centre,"Rivervale Community Centre, 193 Rivervale Drive, Singapore 540193, Singapore",null,null,null,2025-04-12 16:15:23.142439,2025-04-12 16:15:23.142439,CLUBS
60,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3871461,103.8968024,activity.community_center,null,Sengkang Family Service Centre @206B,"Sengkang Family Service Centre @206B, 206B Compassvale Lane, Singapore 542206, Singapore",null,null,null,2025-04-12 16:15:23.326681,2025-04-12 16:15:23.326681,CLUBS
62,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.3957604,103.8882269,activity.community_center,null,Sengkang West Zone K CC,"Sengkang West Zone K CC, 326C Anchorvale Road, Singapore 543326, Singapore",null,null,null,2025-04-12 16:15:23.418627,2025-04-12 16:15:23.418627,CLUBS
63,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.398405,103.888611,activity.community_center,null,Sengkang West Zone L CC,"Sengkang West Zone L CC, 335B Anchorvale Crescent, Singapore 542335, Singapore",null,null,null,2025-04-12 16:15:23.452741,2025-04-12 16:15:23.452741,CLUBS
64,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3934908,103.8944045,activity.community_center,null,Morning Star Sengkang,"Morning Star Sengkang, 261B Sengkang East Way, Singapore 542261, Singapore",null,null,null,2025-04-12 16:15:23.486823,2025-04-12 16:15:23.486823,CLUBS
136,TANJONG RHU,KALLANG,CENTRAL REGION,1.30049815,103.884784081327,activity.community_center,null,Katong Community Centre,"Katong Community Centre, 51 Kampong Arang Road, Singapore 438178, Singapore",null,null,null,2025-04-12 16:15:30.878682,2025-04-12 16:15:30.878682,CLUBS
7085,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.3909777,103.8904139,childcare,null,Berry Tree Preschool,"Berry Tree Preschool, 319C Anchorvale Drive, Singapore 543319, Singapore",null,null,null,2025-04-12 16:30:01.172001,2025-04-12 16:30:01.172001,SCHOOL
137,ALJUNIED,GEYLANG,CENTRAL REGION,1.3138153,103.88075625812,activity.community_center,null,HCSA Community Services,"HCSA Community Services, Lorong 23 Geylang, Singapore 388369, Singapore",null,null,null,2025-04-12 16:15:30.915688,2025-04-12 16:15:30.915688,CLUBS
138,POTONG PASIR,TOA PAYOH,CENTRAL REGION,1.33264925,103.867161168425,activity.community_center,null,Potong Pasir Community Club,"Potong Pasir Community Club, 6 Potong Pasir Avenue 2, Singapore 358361, Singapore",null,null,null,2025-04-12 16:15:30.974863,2025-04-12 16:15:30.974863,CLUBS
139,BEDOK SOUTH,BEDOK,EAST REGION,1.3173061,103.94680471679,activity.community_center,null,Siglap Community Centre,"Siglap Community Centre, 151 Bedok South Road, Singapore 460151, Singapore",null,null,null,2025-04-12 16:15:31.011906,2025-04-12 16:15:31.011906,CLUBS
140,ALJUNIED,GEYLANG,CENTRAL REGION,1.30932255,103.88680910362,activity.community_center,null,Mountbatten Community Club,"Mountbatten Community Club, 87 Jalan Satu, Singapore 390087, Singapore",null,null,null,2025-04-12 16:15:31.078652,2025-04-12 16:15:31.078652,CLUBS
141,KEMBANGAN,BEDOK,EAST REGION,1.3214568,103.913242942413,activity.community_center,null,Kampong Kembangan Community Club,"Kampong Kembangan Community Club, Siglap Park Connector, Singapore 410117, Singapore",null,null,null,2025-04-12 16:15:31.11094,2025-04-12 16:15:31.11094,CLUBS
33,WOODGROVE,WOODLANDS,NORTH REGION,1.4318561,103.7853201,activity.community_center,null,Woodgrove Community Centre,"Woodgrove Community Centre, 353 Woodlands Avenue 1, Singapore 730353, Singapore",null,null,null,2025-04-12 16:15:19.975344,2025-04-12 16:15:19.975344,CLUBS
69,PUNGGOL TOWN CENTRE,PUNGGOL,NORTH-EAST REGION,1.4121436,103.8979137,activity.community_center,null,Punggol BayVue Residents' Network,"Punggol BayVue Residents' Network, 323B Sumang Walk, Singapore 822323, Singapore",null,null,null,2025-04-12 16:15:23.833149,2025-04-12 16:15:23.833149,CLUBS
74,HOUGANG WEST,HOUGANG,NORTH-EAST REGION,1.3724095,103.8886609,activity.community_center,null,Bedok Reservoir - Punggol Vale RC,"Bedok Reservoir - Punggol Vale RC, 515 Hougang Avenue 4, Singapore 538830, Singapore",null,null,null,2025-04-12 16:15:24.110712,2025-04-12 16:15:24.110712,CLUBS
106,TEBAN GARDENS,JURONG EAST,WEST REGION,1.32093075,103.74756151498,activity.community_center,null,Ayer Rajah Community Centre,"Ayer Rajah Community Centre, 150 Pandan Gardens, Singapore 609335, Singapore",null,null,null,2025-04-12 16:15:27.928735,2025-04-12 16:15:27.928735,CLUBS
51,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.39713995,103.886658934321,activity.community_center,null,Anchorvale Community Club,"Anchorvale Community Club, 59 Anchorvale Road, Singapore 544965, Singapore",null,null,null,2025-04-12 16:15:22.844488,2025-04-12 16:15:22.844488,CLUBS
61,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3979504,103.8964666,activity.community_center,null,Compassvale Cape Residents' Network,"Compassvale Cape Residents' Network, 286C Compassvale Crescent, Singapore 543286, Singapore",null,null,null,2025-04-12 16:15:23.371205,2025-04-12 16:15:23.371205,CLUBS
71,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3901751,103.8945549,activity.community_center,null,Compassvale Mast Residents' Network,"Compassvale Mast Residents' Network, 216D Compassvale Drive, Singapore 544216, Singapore",null,null,null,2025-04-12 16:15:23.941266,2025-04-12 16:15:23.941266,CLUBS
145,BOON KENG,KALLANG,CENTRAL REGION,1.312742,103.8709299,activity.community_center,null,Adventist Active Centre,"Adventist Active Centre, 8 Upper Boon Keng Road, Singapore 380008, Singapore",null,null,null,2025-04-12 16:15:31.374727,2025-04-12 16:15:31.374727,CLUBS
8527,ANAK BUKIT,BUKIT TIMAH,CENTRAL REGION,1.34049335,103.771754767004,activity.community_center,null,Bukit Timah Community Club,"Bukit Timah Community Club, 20 Toh Yi Drive, Singapore 596569, Singapore",null,null,null,2025-04-12 16:39:37.632173,2025-04-12 16:39:37.632173,CLUBS
1,SAUJANA,BUKIT PANJANG,WEST REGION,1.38167025,103.764733577638,activity.community_center,null,Senja-Cashew Community Centre,"Senja-Cashew Community Centre, 101 Bukit Panjang Road, Singapore 679910, Singapore",null,null,null,2025-04-13 00:05:54,2025-04-13 00:05:56,CLUBS
7813,WOODLANDS SOUTH,WOODLANDS,NORTH REGION,1.4326687,103.798764554632,service.vehicle.fuel,null,Sinopec Woodlands,"Sinopec Woodlands, 150 Woodlands Avenue 5, Singapore 737854, Singapore",null,null,null,2025-04-12 16:32:08.036152,2025-04-12 16:32:08.036152,VEHICLE
7814,YISHUN EAST,YISHUN,NORTH REGION,1.42036095,103.848047014729,service.vehicle.fuel,null,Sinopec,"Sinopec, Yishun Avenue 1, Singapore 760433, Singapore",null,null,null,2025-04-12 16:32:08.079968,2025-04-12 16:32:08.079968,VEHICLE
7087,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3892826,103.9015407,childcare,null,PCF Sparkletots Preschool,"PCF Sparkletots Preschool, Punggol Road, Singapore 540230, Singapore",null,null,null,2025-04-12 16:30:01.261752,2025-04-12 16:30:01.261752,SCHOOL
7088,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3888764,103.9008189,childcare,null,Sengkang Student Care Centre,"Sengkang Student Care Centre, Compassvale Walk, Singapore 540229, Singapore",null,null,null,2025-04-12 16:30:01.291347,2025-04-12 16:30:01.291347,SCHOOL
7089,RIVERVALE,SENGKANG,NORTH-EAST REGION,1.3826418,103.8993869,childcare,null,My First Skool,"My First Skool, 101 Rivervale Walk, Singapore 540101, Singapore",null,null,null,2025-04-12 16:30:01.318821,2025-04-12 16:30:01.318821,SCHOOL
7090,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.389826,103.8943419,childcare,null,E-Bridge Pre-School,"E-Bridge Pre-School, Sengkang Square, Singapore 543216, Singapore",null,null,null,2025-04-12 16:30:01.354362,2025-04-12 16:30:01.354362,SCHOOL
7091,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3980277,103.8990416,childcare,null,My First Skool,"My First Skool, 295A Compassvale Crescent, Singapore 541295, Singapore",null,null,null,2025-04-12 16:30:01.383717,2025-04-12 16:30:01.383717,SCHOOL
7092,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3953045,103.8947787,childcare,null,PCF Sparkletots Preschool,"PCF Sparkletots Preschool, 262A Compassvale Street, Singapore 541262, Singapore",null,null,null,2025-04-12 16:30:01.416015,2025-04-12 16:30:01.416015,SCHOOL
7096,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.3898492,103.888146,childcare,null,Life Student Care @ Sengkang,"Life Student Care @ Sengkang, 306C Anchorvale Link, Singapore 543306, Singapore",null,null,null,2025-04-12 16:30:01.535192,2025-04-12 16:30:01.535192,SCHOOL
306,RIVERVALE,SENGKANG,NORTH-EAST REGION,1.38671085,103.909031688568,commercial.supermarket,null,NTUC Fairprice,"NTUC Fairprice, Sengkang East Drive, Singapore 523172, Singapore",null,null,null,2025-04-12 16:15:55.782187,2025-04-12 16:15:55.782187,SHOPPING
959,SENTOSA,SOUTHERN ISLANDS,CENTRAL REGION,1.2528908,103.8155233,commercial.outdoor_and_sport,null,SeaBreeze Water Sports,"SeaBreeze Water Sports, 36 Siloso Beach Walk, Singapore 099005, Singapore",null,null,null,2025-04-12 16:18:26.688179,2025-04-12 16:18:26.688179,SPORTS_COMPLEX
72,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3920627,103.9000129,activity.community_center,null,Compassvale Haven Residents' Committee,"Compassvale Haven Residents' Committee, 250B Jalan Merdu, Singapore 548661, Singapore",null,null,null,2025-04-12 16:15:24.011355,2025-04-12 16:15:24.011355,CLUBS
73,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3874844,103.8997386,activity.community_center,null,Compassvale Vista Residents' Committee,"Compassvale Vista Residents' Committee, 226A Compassvale Walk, Singapore 541226, Singapore",null,null,null,2025-04-12 16:15:24.071928,2025-04-12 16:15:24.071928,CLUBS
76,COMPASSVALE,SENGKANG,NORTH-EAST REGION,1.3854729,103.8929014,activity.community_center,null,Compassvale Ancilla Residents' Committee,"Compassvale Ancilla Residents' Committee, 279B Sengkang East Avenue, Singapore 542279, Singapore",null,null,null,2025-04-12 16:15:24.211458,2025-04-12 16:15:24.211458,CLUBS
82,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.3898736,103.8882336,activity.community_center,null,Life Community,"Life Community, 306C Anchorvale Link, Singapore 543306, Singapore",null,null,null,2025-04-12 16:15:24.531148,2025-04-12 16:15:24.531148,CLUBS
960,JOO KOON,PIONEER,WEST REGION,1.3272083,103.6784809,commercial.outdoor_and_sport,null,Decathlon,"Decathlon, 1 Joo Koon Circle, Singapore 629117, Singapore",null,null,null,2025-04-12 16:18:26.721059,2025-04-12 16:18:26.721059,SPORTS_COMPLEX
961,TOH TUCK,CLEMENTI,WEST REGION,1.3286274,103.7518462,commercial.outdoor_and_sport,null,Rodalink,"Rodalink, 18 Boon Lay Way, Singapore 609966, Singapore",null,null,null,2025-04-12 16:18:26.750245,2025-04-12 16:18:26.750245,SPORTS_COMPLEX
962,PASIR PANJANG 2,QUEENSTOWN,CENTRAL REGION,1.2769608,103.7963084,commercial.outdoor_and_sport,null,Bikes n Bites,"Bikes n Bites, 100G Pasir Panjang Road, Singapore 118523, Singapore",null,null,null,2025-04-12 16:18:26.782054,2025-04-12 16:18:26.782054,SPORTS_COMPLEX
79,SENGKANG TOWN CENTRE,SENGKANG,NORTH-EAST REGION,1.3982014,103.8958986,activity.community_center,null,Bethesda Care Senior Activity Centre,"Bethesda Care Senior Activity Centre, 287A Compassvale Crescent, Singapore 541287, Singapore",null,null,null,2025-04-12 16:15:24.368895,2025-04-12 16:15:24.368895,CLUBS
80,ANCHORVALE,SENGKANG,NORTH-EAST REGION,1.3934732,103.8863605,activity.community_center,null,Sengkang West Zone E Residents' Network,"Sengkang West Zone E Residents' Network, 351 Anchorvale Road, Singapore 540351, Singapore",null,null,null,2025-04-12 16:15:24.411159,2025-04-12 16:15:24.411159,CLUBS
85,COMPASSVALE,SENGKANG,NORTH-EAST REGION,1.3828072,103.8946343,activity.community_center,null,Compassvale Aspella,"Compassvale Aspella, Compassvale Link, Singapore 540276, Singapore",null,null,null,2025-04-12 16:15:24.694978,2025-04-12 16:15:24.694978,CLUBS
19,GHIM MOH,QUEENSTOWN,CENTRAL REGION,1.3121632,103.789740753448,activity.community_center,null,Ulu Pandan Community Club,"Ulu Pandan Community Club, 170 Ghim Moh Road, Singapore 279621, Singapore",null,null,null,2025-04-12 16:15:19.104523,2025-04-12 16:15:19.104523,CLUBS
34,YISHUN CENTRAL,YISHUN,NORTH REGION,1.4278019,103.8363084,activity.community_center,null,Nee Soon Central Community Centre,"Nee Soon Central Community Centre, 930 Yishun Avenue 2, Singapore 769098, Singapore",null,null,null,2025-04-12 16:15:20.020171,2025-04-12 16:15:20.020171,CLUBS
100,BUKIT BATOK CENTRAL,BUKIT BATOK,WEST REGION,1.3501679,103.7475557484,activity.community_center,null,Bukit Batok Community Club,"Bukit Batok Community Club, 21 Bukit Batok Central, Singapore 659959, Singapore",null,null,null,2025-04-12 16:15:27.596933,2025-04-12 16:15:27.596933,CLUBS
107,HONG KAH,JURONG WEST,WEST REGION,1.3485581,103.718164228871,activity.community_center,null,Jurong Spring Community Centre,"Jurong Spring Community Centre, 8 Jurong West Street 52, Singapore 649296, Singapore",null,null,null,2025-04-12 16:15:27.963979,2025-04-12 16:15:27.963979,CLUBS
3404,PASIR RIS CENTRAL,PASIR RIS,EAST REGION,1.3739331,103.9485326,commercial.second_hand,null,EcoRing Singapore,"EcoRing Singapore, 7 Pasir Ris Central, Singapore 519612, Singapore",null,null,null,2025-04-12 16:25:45.623015,2025-04-12 16:25:45.623015,SHOPPING
963,BUKIT BATOK SOUTH,BUKIT BATOK,WEST REGION,1.3425663,103.7520943,commercial.outdoor_and_sport,null,Green basikal,"Green basikal, 2022, #03-144 Bukit Batok Street 23, Singapore 659480, Singapore",null,null,null,2025-04-12 16:18:26.810831,2025-04-12 16:18:26.810831,SPORTS_COMPLEX
964,KIAN TECK,JURONG WEST,WEST REGION,1.3328164,103.6975783,commercial.outdoor_and_sport,null,Footloops,"Footloops, 1 Soon Lee Street, Singapore 627605, Singapore",null,null,null,2025-04-12 16:18:26.842718,2025-04-12 16:18:26.842718,SPORTS_COMPLEX
965,KIAN TECK,JURONG WEST,WEST REGION,1.3328545,103.6975739,commercial.outdoor_and_sport,null,Footloops,"Footloops, 1 Soon Lee Street, Singapore 627605, Singapore",null,null,null,2025-04-12 16:18:26.875243,2025-04-12 16:18:26.875243,SPORTS_COMPLEX
967,PENG SIANG,CHOA CHU KANG,WEST REGION,1.37819,103.739069,commercial.outdoor_and_sport,null,Poh Cycle,"Poh Cycle, Choa Chu Kang Park Connector, Singapore 680475, Singapore",null,null,null,2025-04-12 16:18:26.934158,2025-04-12 16:18:26.934158,SPORTS_COMPLEX
968,YUNNAN,JURONG WEST,WEST REGION,1.3415501,103.6919384,commercial.outdoor_and_sport,null,Dynamic Bike Shop,"Dynamic Bike Shop, 961 Jurong West Street 92, Singapore 640959, Singapore",null,null,null,2025-04-12 16:18:26.966735,2025-04-12 16:18:26.966735,SPORTS_COMPLEX
969,TUAS PROMENADE,TUAS,WEST REGION,1.3152335,103.6284715,commercial.outdoor_and_sport,null,Sea and Land Technologies Pte Ltd,"Sea and Land Technologies Pte Ltd, 65 Tuas South Avenue 1, Singapore 637601, Singapore",null,null,null,2025-04-12 16:18:27.003217,2025-04-12 16:18:27.003217,SPORTS_COMPLEX
970,CLEMENTI NORTH,CLEMENTI,WEST REGION,1.313915,103.7711988,commercial.outdoor_and_sport,null,Scooter Hub Clementi,"Scooter Hub Clementi, 354 Clementi Road, Singapore 120354, Singapore",null,null,null,2025-04-12 16:18:27.037278,2025-04-12 16:18:27.037278,SPORTS_COMPLEX
971,HONG KAH,JURONG WEST,WEST REGION,1.3503831,103.7179507,commercial.outdoor_and_sport,null,Lee Seng Lee Bicycle Shop,"Lee Seng Lee Bicycle Shop, 502 Jurong West Avenue 1, Singapore 640502, Singapore",null,null,null,2025-04-12 16:18:27.067536,2025-04-12 16:18:27.067536,SPORTS_COMPLEX
972,TOH GUAN,JURONG EAST,WEST REGION,1.3353064,103.746485,commercial.outdoor_and_sport,null,World of Sports,"World of Sports, 2 Jurong East Street 21, Singapore 609601, Singapore",null,null,null,2025-04-12 16:18:27.095651,2025-04-12 16:18:27.095651,SPORTS_COMPLEX
1016,MARINE PARADE,MARINE PARADE,CENTRAL REGION,1.30087625,103.905086381787,commercial.outdoor_and_sport,null,Royal Sporting House,"Royal Sporting House, East Coast Parkway, Singapore 449300, Singapore",null,null,null,2025-04-12 16:18:32.888155,2025-04-12 16:18:32.888155,SPORTS_COMPLEX
2619,KATONG,MARINE PARADE,CENTRAL REGION,1.308925,103.9029148,commercial.pet,null,Wagging Rights,"Wagging Rights, Joo Chiat Road, Singapore 427593, Singapore",null,null,null,2025-04-12 16:24:25.244903,2025-04-12 16:24:25.244903,SHOPPING
2620,SERANGOON GARDEN,SERANGOON,NORTH-EAST REGION,1.3649903,103.8661248,commercial.pet,null,Pet Lovers Centre,"Pet Lovers Centre, Kensington Park Road, Singapore 557255, Singapore",null,null,null,2025-04-12 16:24:25.27639,2025-04-12 16:24:25.27639,SHOPPING
2621,KATONG,MARINE PARADE,CENTRAL REGION,1.3083451,103.8951496,commercial.pet,null,Pets Vale,"Pets Vale, Tanjong Katong Road, Singapore 437027, Singapore",null,null,null,2025-04-12 16:24:25.31472,2025-04-12 16:24:25.31472,SHOPPING
