subzone,planning_area,region,min_longitude,max_longitude,min_latitude,max_latitude
RIDOUT,TANGLIN,CENTRAL REGION,103.802283981872,103.822730422956,1.2967135103292,1.31081921461479
CAIRNHILL,NEWTON,CENTRAL REGION,103.833661342551,103.841247652815,1.30157530090153,1.31093478164752
CLEMENTI WEST,CLEMENTI,WEST REGION,103.756460482718,103.768018484399,1.29164957733389,1.31112545915549
MONK'S HILL,NEWTON,CENTRAL REGION,103.839894469646,103.844486865121,1.30279361714322,1.31148268990191
SIGLAP,BEDOK,EAST REGION,103.918259763487,103.935838552741,1.30182319871042,1.31151668139103
CLEMENTI WOODS,CLEMENTI,WEST REGION,103.763416890345,103.7722545781,1.29245688036974,1.31212307389273
PIONEER SECTOR,PIONEER,WEST REGION,103.649807783576,103.672793382168,1.28867572576302,1.31231732850575
PENJURU CRESCENT,JURONG EAST,WEST REGION,103.726292235938,103.757281154762,1.29650271540964,1.31278104409556
ORANGE GROVE,NEWTON,CENTRAL REGION,103.826731539552,103.833555343023,1.30712321907126,1.31293833687243
KAMPONG BUGIS,KALLANG,CENTRAL REGION,103.863981676748,103.877349766438,1.30332542165289,1.31318419842898
KENT RIDGE,QUEENSTOWN,CENTRAL REGION,103.782329128564,103.803127891742,1.27756035537741,1.29432089606045
ALEXANDRA NORTH,BUKIT MERAH,CENTRAL REGION,103.81536376184,103.826225258233,1.29057274689968,1.29436599578968
TANGLIN HALT,QUEENSTOWN,CENTRAL REGION,103.791419353684,103.80086407057,1.29377443881266,1.30777650885599
MACKENZIE,ROCHOR,CENTRAL REGION,103.84656035979,103.850481327757,1.30446092257968,1.30814124913959
SUNGEI ROAD,ROCHOR,CENTRAL REGION,103.853932573808,103.859459992333,1.30312490352836,1.3081936199523
ONE NORTH,QUEENSTOWN,CENTRAL REGION,103.783112613573,103.799008157814,1.28910803661987,1.3082725115487
TANJONG RHU,KALLANG,CENTRAL REGION,103.865227778311,103.885518482869,1.29417331879382,1.30830606783896
KATONG,MARINE PARADE,CENTRAL REGION,103.894419332158,103.909983251149,1.30193928403849,1.31332349984479
BOULEVARD,ORCHARD,CENTRAL REGION,103.827612576444,103.836612220481,1.30043333295958,1.30979273265488
ISTANA NEGARA,NEWTON,CENTRAL REGION,103.841182196533,103.848669582074,1.2995946396513,1.31049906549199
LITTLE INDIA,ROCHOR,CENTRAL REGION,103.850794975339,103.857144013259,1.3032533700627,1.31061788035554
GUL BASIN,PIONEER,WEST REGION,103.66527091036,103.681900005488,1.29357111733848,1.31062350500664
MARINA CENTRE,DOWNTOWN CORE,CENTRAL REGION,103.854154889385,103.865019543789,1.28764862308733,1.29858323486865
BRAS BASAH,MUSEUM,CENTRAL REGION,103.845965604449,103.852306218774,1.29250705883069,1.29914136047482
SOMERSET,ORCHARD,CENTRAL REGION,103.834835088044,103.843224172944,1.29823967931175,1.30474186318649
BENCOOLEN,ROCHOR,CENTRAL REGION,103.84915174551,103.853932573808,1.29834092955585,1.30490008111717
CHATSWORTH,TANGLIN,CENTRAL REGION,103.815976656856,103.831805537455,1.29193030036808,1.30499416993465
KAMPONG GLAM,ROCHOR,CENTRAL REGION,103.856956911946,103.862277274912,1.29978151432519,1.30500917719575
SELEGIE,ROCHOR,CENTRAL REGION,103.848801102263,103.850794975339,1.2995920830618,1.30516984081628
MOUNT EMILY,ROCHOR,CENTRAL REGION,103.845373082389,103.84975339713,1.29968979989803,1.30541405002644
ROCHOR CANAL,ROCHOR,CENTRAL REGION,103.854117148502,103.860195989691,1.30190259054947,1.3060092685265
MARGARET DRIVE,QUEENSTOWN,CENTRAL REGION,103.80086407057,103.816598169603,1.29152266860862,1.30724221295876
OXLEY,RIVER VALLEY,CENTRAL REGION,103.837185643488,103.843304828305,1.29440170547904,1.29927631415654
CITY HALL,DOWNTOWN CORE,CENTRAL REGION,103.848055141067,103.860348183631,1.28615361672323,1.29978151432519
MEI CHIN,QUEENSTOWN,CENTRAL REGION,103.799008157814,103.808381856314,1.28751843885221,1.30020299501425
LEONIE HILL,RIVER VALLEY,CENTRAL REGION,103.829949685244,103.838833393633,1.29560993081574,1.30043333295958
PORT,QUEENSTOWN,CENTRAL REGION,103.750225426525,103.801863376726,1.25501244843132,1.3013444628018
DHOBY GHAUT,MUSEUM,CENTRAL REGION,103.841357649147,103.849460270871,1.29647004605463,1.30173850926408
MACPHERSON,GEYLANG,CENTRAL REGION,103.879017046753,103.89096101911,1.32086047086513,1.33356017076325
KIM KEAT,TOA PAYOH,CENTRAL REGION,103.854740652295,103.862352303603,1.32910217362421,1.33423720056537
BEDOK NORTH,BEDOK,EAST REGION,103.919542600287,103.951852996277,1.32351890181346,1.33601227256862
TOA PAYOH CENTRAL,TOA PAYOH,CENTRAL REGION,103.83777075443,103.855540731168,1.32884614993549,1.33705051994564
JURONG GATEWAY,JURONG EAST,WEST REGION,103.737749667587,103.74772039675,1.32844646713867,1.33722216355493
HOLLAND ROAD,BUKIT TIMAH,CENTRAL REGION,103.770782701394,103.795550067246,1.31738404986504,1.33771655198315
KAMPONG UBI,GEYLANG,CENTRAL REGION,103.88887199887,103.905853113088,1.32293914611222,1.3377972386808
SENNETT,TOA PAYOH,CENTRAL REGION,103.868292896,103.879017046753,1.32781917668563,1.33785147429926
POTONG PASIR,TOA PAYOH,CENTRAL REGION,103.862001877494,103.870101079774,1.32810076785263,1.338576088249
TUAS NORTH,TUAS,WEST REGION,103.638891505422,103.663505662669,1.31453432442991,1.33899383027379
PEI CHUN,TOA PAYOH,CENTRAL REGION,103.853728774178,103.862240714363,1.33419147891494,1.33980833134751
BOON TECK,TOA PAYOH,CENTRAL REGION,103.849764567311,103.8563109764,1.33122983885658,1.3399557241982
KIAN TECK,JURONG WEST,WEST REGION,103.679344181482,103.709766896426,1.32775723005887,1.34044187353204
SAFTI,JURONG WEST,WEST REGION,103.674931902923,103.691851875207,1.3297198245157,1.34120052707629
FARRER PARK,ROCHOR,CENTRAL REGION,103.848763870426,103.855413567514,1.30490008111717,1.31362032308022
NEWTON CIRCUS,NEWTON,CENTRAL REGION,103.835553397635,103.842167260539,1.30874068118036,1.31449734685779
JURONG PORT,JURONG EAST,WEST REGION,103.709773441284,103.728839727598,1.29735588573742,1.31462139222155
ANG MO KIO TOWN CENTRE,ANG MO KIO,NORTH-EAST REGION,103.844698797608,103.84972892463,1.36878154590401,1.37734366888267
KEBUN BAHRU,ANG MO KIO,NORTH-EAST REGION,103.833005586749,103.845514988408,1.36909081165142,1.37799494219178
SERANGOON NORTH IND ESTATE,SERANGOON,NORTH-EAST REGION,103.858546119157,103.87176010055,1.36941673039585,1.37870227727522
TENGAH INDUSTRIAL ESTATE,TENGAH,WEST REGION,103.70624573365,103.727143032609,1.35544710977738,1.37181282034586
SAMULUN,BOON LAY,WEST REGION,103.694366374946,103.710078393839,1.29952626415486,1.31522218491819
SHIPYARD,BOON LAY,WEST REGION,103.681103660716,103.697819150547,1.2990746227579,1.31537932898732
GHIM MOH,QUEENSTOWN,CENTRAL REGION,103.783081322919,103.791516153423,1.30767011575001,1.31579900468811
LAVENDER,KALLANG,CENTRAL REGION,103.85436533166,103.864335094331,1.30599295905276,1.31682285391854
FRANKEL,BEDOK,EAST REGION,103.905087598532,103.934371820621,1.30554733713054,1.32415725526804
CLEMENTI NORTH,CLEMENTI,WEST REGION,103.760094512489,103.772266242723,1.311832403824,1.32434210145853
LEEDON PARK,BUKIT TIMAH,CENTRAL REGION,103.787511040494,103.806630927935,1.30691572967297,1.32493383559731
GEYLANG EAST,GEYLANG,CENTRAL REGION,103.88890367338,103.906706206982,1.3085887318522,1.32609083589147
TEBAN GARDENS,JURONG EAST,WEST REGION,103.734320410792,103.75290290621,1.30318738284672,1.32721196934048
JURONG RIVER,JURONG EAST,WEST REGION,103.719477306126,103.737895199037,1.31130944659503,1.32731069545153
GEYLANG BAHRU,KALLANG,CENTRAL REGION,103.86630809507,103.87564696645,1.31540775638347,1.32810076785263
GOODWOOD PARK,NEWTON,CENTRAL REGION,103.829802458382,103.837913681124,1.30892430117048,1.31736900749956
PANDAN,CLEMENTI,WEST REGION,103.7474665695,103.76231426243,1.29837169652092,1.3176020174625
SINGAPORE POLYTECHNIC,QUEENSTOWN,CENTRAL REGION,103.771201097073,103.785017825034,1.30563327003844,1.31873292512573
CLEMENTI CENTRAL,CLEMENTI,WEST REGION,103.75808271857,103.767850238379,1.30651421029749,1.31889835822609
KAMPONG JAVA,KALLANG,CENTRAL REGION,103.844324431123,103.857695904876,1.30662347541952,1.31950468011209
BOON KENG,KALLANG,CENTRAL REGION,103.868988786312,103.875918444485,1.3105157790009,1.3202135864137
KALLANG BAHRU,KALLANG,CENTRAL REGION,103.860335127703,103.870370483008,1.30874016043771,1.32035413216443
ULU PANDAN,BUKIT TIMAH,CENTRAL REGION,103.771145989977,103.793132103054,1.31032054390994,1.32100109233477
FARRER COURT,BUKIT TIMAH,CENTRAL REGION,103.799930238858,103.811744287131,1.31081921461479,1.32179423974944
NASSIM,TANGLIN,CENTRAL REGION,103.817045760641,103.835339825107,1.30507272471841,1.32203490553337
WEST COAST,CLEMENTI,WEST REGION,103.749768817593,103.760444825933,1.31038691355489,1.32194243102763
BAYSHORE,BEDOK,EAST REGION,103.933640123442,103.963634013985,1.30617092729292,1.32200094823513
BENOI SECTOR,PIONEER,WEST REGION,103.678581874836,103.696531879864,1.30978279135103,1.32274339461513
GUL CIRCLE,PIONEER,WEST REGION,103.655869525885,103.679120787438,1.30789210167211,1.32278533125046
TYERSALL,TANGLIN,CENTRAL REGION,103.803540830528,103.821297879974,1.30641775333476,1.32329481384986
MOULMEIN,NOVENA,CENTRAL REGION,103.835422277885,103.851347003963,1.31055623110787,1.32336766404334
LIU FANG,BOON LAY,WEST REGION,103.695874697159,103.720349217081,1.31358672414093,1.32358855385572
TANGLIN,ORCHARD,CENTRAL REGION,103.82266395001,103.82857453212,1.30267769394865,1.30727454431652
MARINE PARADE,MARINE PARADE,CENTRAL REGION,103.897103552276,103.919141246104,1.29746210637663,1.30747117756733
JOO KOON,PIONEER,WEST REGION,103.663505662669,103.696534846764,1.32179933528019,1.33104977652643
KALLANG WAY,GEYLANG,CENTRAL REGION,103.868743194687,103.881422957804,1.3202135864137,1.33129938981602
INTERNATIONAL BUSINESS PARK,JURONG EAST,WEST REGION,103.744480795109,103.75217826764,1.32193818771199,1.33159252917413
TUKANG,BOON LAY,WEST REGION,103.696508283264,103.721149183726,1.3214454928413,1.33165351635649
CORONATION ROAD,BUKIT TIMAH,CENTRAL REGION,103.792612757737,103.813351687912,1.32030593591266,1.33171337598736
KEMBANGAN,BEDOK,EAST REGION,103.904942362193,103.927295921568,1.31760221429615,1.33243324369505
DUNEARN,NOVENA,CENTRAL REGION,103.813356449178,103.828838884564,1.32074644683714,1.33245894641334
SUNSET WAY,CLEMENTI,WEST REGION,103.764008408999,103.775645043981,1.31872442506296,1.33287100065137
ANAK BUKIT,BUKIT TIMAH,CENTRAL REGION,103.76318337968,103.779394574814,1.32642673736498,1.3490164394126
SWISS CLUB,BUKIT TIMAH,CENTRAL REGION,103.777828259911,103.806444502535,1.33092123124858,1.3495432829389
XILIN,TAMPINES,EAST REGION,103.951853651276,103.984812458002,1.31411034937943,1.34968323113407
FABER,CLEMENTI,WEST REGION,103.749782636976,103.763107553525,1.31435323015377,1.32899795152048
